"","zcta","zipp","City","County","Operational.Costs","Admin.Costs","Food.Costs","SFSP.Kitchens","Meals.Served","Media","Activity","Site.Density","Benefits","Poverty","Grocery","Convenience.Store","Public.Transport","Total.Meals","Total.ADP","Findings","Year.Round"
"1779",78372,78372,"Orange Grove","Jim Wells","Med","Med","High","No","Lunch Plus","Low","None","Low","No","Med","Yes","Low",NA,"Low",0,NA,NA
"1782",78375,78375,"Premont","Jim Wells","Med","Med","High","No","Lunch Plus","Low","None","Low","Yes","Med","No","Low",NA,"Low",0,NA,NA
"1783",78376,78376,"Realitos","Duval","Low",NA,NA,"No","No Meals","Low","None","None","No","High","No","None",NA,NA,0,NA,NA
"1784",78377,78377,"Refugio","Refugio","Low",NA,NA,"No","No Meals","Low","None","None","No","Med","No","High",NA,NA,0,NA,NA
"1785",78379,78379,"Riviera","Kleberg","Low","Low","Med","No","Lunch Plus","Low","None","Low","Yes","Med","No","Low",NA,"Low",0,NA,NA
"1786",78380,78380,"Robstown","Nueces","Med","Med","Med","Yes","Lunch Plus","Low","None","High","No","Med","No","High","No",NA,0,NA,NA
"1788",78382,78382,"Rockport","Aransas","Low",NA,NA,"No","Lunch Plus","High","None","Low","No","Med","No","High",NA,NA,0,NA,NA
"1790",78384,78384,"San Diego","Duval","Low",NA,NA,"No","Lunch","Low","None","Low","No","Low","Yes","Low",NA,NA,0,NA,NA
"1792",78387,78387,"Sinton","San Patricio","Med","Low","Med","Yes","Lunch Plus","Low","None","Low","No","Low","No","High",NA,"High",0,NA,NA
"1793",78389,78389,"Skidmore","Bee","Low",NA,NA,"No","Lunch","Low","None","Low",NA,"Low","No","Low",NA,NA,0,NA,NA
"1794",78390,78390,"Taft","San Patricio","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","Yes","Low","No","Low",0,NA,NA
"1796",78393,78393,"Woodsboro","Refugio","Low",NA,NA,"No","No Meals","Low","None","None","No","Med","No","Low",NA,NA,0,NA,NA
"1797",78401,78401,"Corpus Christi","Nueces","Med","Med","Low","No","Lunch Plus","Low","None","Low","No","High","No","High","Yes","Low",0,NA,5
"1800",78404,78404,"Corpus Christi","Nueces","Med","Med","Low","No","Lunch","Low","None","Low","No","Med","No","High","No","Low",0,NA,2
"1803",78405,78405,"Corpus Christi","Nueces","Med","Med","Low","Yes","Lunch Plus","Low","None","Low","Yes","Med","No","High","No","Low",0,NA,2
"1807",78408,78408,"Corpus Christi","Nueces","Med","Med","Low","No","Lunch Plus","Low","None","Low","No","Med","No","High","No","Low",0,NA,3
"1808",78409,78409,"Corpus Christi","Nueces","Med","Med","Low","No","No Meals","Low","None","None","No","Med","No","Low","No","Low",0,NA,NA
"1812",78411,78411,"Corpus Christi","Nueces","Med","Med","Low","Yes","Lunch","Low","None","Low","No","Med","Yes","High","No","Low",0,NA,2
"1815",78412,78412,"Corpus Christi","Nueces",NA,"Low","Low","No","Lunch","Low","None","Low","No","High","No","High","No","High",0,NA,3
"1817",78413,78413,"Corpus Christi","Nueces","Med","Med","Low","No","No Meals","Low","None","None","No","Med","Yes","High","No","Low",0,NA,NA
"1822",78415,78415,"Corpus Christi","Nueces","Med","Med","Low","No","Lunch Plus","Low","None","Low","No","Med","No","High","No","Low",0,NA,3
"1823",78416,78416,"Corpus Christi","Nueces","Med","Med","Med","Yes","Lunch Plus","High","None","High","Yes","Med","No","High","No","High",0,NA,4
"1824",78417,78417,"Corpus Christi","Nueces","Med","Med","Low","No","No Meals","Low","None","None","Yes","Med","No","Low","No","Low",0,NA,NA
"1828",78501,78501,"Mcallen","Hidalgo","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Med","No","High","No","Low",28.5273752012883,NA,52
"1831",78503,78503,"Mcallen","Hidalgo","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Low","Yes","High","No","Low",0,NA,8
"1832",78504,78504,"Mcallen","Hidalgo","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Med","Yes","High","No","Low",0,NA,16
"1833",78516,78516,"Alamo","Hidalgo","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Med","No","High",NA,"Low",34.2212781954887,NA,16
"1834",78520,78520,"Brownsville","Cameron","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Med","Yes","High","No","Low",30.5186026189132,NA,42
"1837",78521,78521,"Brownsville","Cameron",NA,"Med","Low","Yes","Lunch Plus","High","Low","High","Yes","Med","Yes","High","No","High",27.8901007575423,NA,39
"1838",78526,78526,"Brownsville","Cameron","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Low","Yes","High","No","Low",35.3737779696859,NA,6
"1839",78535,78535,"Combes","Cameron","Med","Med","Med","No","Lunch Plus","Low","None","Low","Yes","High","No","Low",NA,"Low",0,NA,1
"1841",78537,78537,"Donna","Hidalgo","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Med","No","High",NA,"Low",30.9515818531837,NA,2
"1842",78538,78538,"Edcouch","Hidalgo","Med","Med","Med","No","Lunch Plus","Low","High","Low","No","Low","No","High",NA,"High",30.608695652174,NA,3
"1843",78539,78539,"Edinburg","Hidalgo","Med","Med","Low","No","Lunch Plus","Low","None","High","No","Med","Yes","High","No","High",31.1105433394414,NA,6
"1844",78541,78541,"Edinburg","Hidalgo","Med","Med","Med","Yes","Lunch Plus","Low","None","High","No","Med","No","High","No","Low",150.541666666667,NA,1
"1845",78541,78540,"Edinburg","Hidalgo","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","None","No","Low",0,NA,NA
"1846",78542,78542,"Edinburg","Hidalgo","Low","High","Low","No","Lunch Plus","Low","None","High","No","Low","No","High","No",NA,59.0052667901638,NA,3
"1847",78543,78543,"Elsa","Hidalgo","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Low","Yes","High",NA,"Low",23.8111111111111,NA,NA
"1849",78548,78548,"Grulla","Starr","High","Med","High","No","Lunch Plus","Low","None","Low","No","Low","No","Low",NA,"Low",0,NA,2
"1850",78549,78549,"Hargill","Hidalgo","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Low","No","Low",NA,"Low",28.3333333333333,NA,NA
"1853",78550,78550,"Harlingen","Cameron","Med","Med","Med","Yes","Lunch Plus","High","High","High","No","Med","No","High","No",NA,9.42713675213675,NA,21
"1854",78552,78552,"Harlingen","Cameron","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Med","Yes","High","No","Low",8.33333333333333,NA,6
"1855",78557,78557,"Hidalgo","Hidalgo","Med","Med","Med","Yes","Lunch Plus","Low","None","High","Yes","Low","No","High","No",NA,0,NA,NA
"1857",78559,78559,"La Feria","Cameron","Med","Med","Med","No","Lunch Plus","Low","None","Low","Yes","Med","No","High",NA,"Low",0,NA,1
"1858",78560,78560,"La Joya","Hidalgo","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Low","No","High",NA,"Low",0,NA,NA
"1859",78561,78561,"Lasara","Willacy","Low","Med","Med","Yes","Lunch Plus","Low","None","Low","No","High","No","Low",NA,"High",6.73444976076555,NA,NA
"1860",78562,78562,"La Villa","Hidalgo","Low","Med","Med","No","Lunch Plus","Low","None","Low","No","Low","No","Low",NA,"High",33.8903743315508,1,NA
"1861",78563,78563,"Linn","Hidalgo","Med","Med","Med","No","Lunch Plus","Low","None","Low",NA,NA,"No","None",NA,"Low",0,NA,NA
"1864",78566,78566,"Los Fresnos","Cameron","Med","Med","Med","No","Lunch Plus","High","Low","Low","No","Med","No","High","No","Low",21.7217064400131,NA,1
"1866",78569,78569,"Lyford","Willacy","Med","Med","Med","Yes","Lunch Plus","Low","None","Low","No","Med","No","Low",NA,"High",16.7857142857143,NA,1
"1867",78570,78570,"Mercedes","Hidalgo","High","High","Low","No","Lunch Plus","Low","None","High","No","Med","No","High",NA,NA,37.6055555555556,7,4
"1868",78572,78572,"Mission","Hidalgo","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Med","Yes","High","No","Low",21.3794871794871,NA,5
"1869",78573,78573,"Mission","Hidalgo","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","Yes","High",NA,"Low",32.2142857142857,NA,2
"1870",78574,78574,"Mission","Hidalgo","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Med","Yes","High","No","Low",36.5217391304348,NA,2
"1871",78575,78575,"Olmito","Cameron","Med","Med","Med","No","No Meals","Low","None","None","No","Med","No","Low",NA,"Low",0,NA,1
"1872",78576,78576,"Penitas","Hidalgo","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Med","Yes","High",NA,"Low",0,NA,NA
"1873",78577,78577,"Pharr","Hidalgo","Med","Med","Med","Yes","Lunch Plus","Low","None","High","No","Med","Yes","High","No","Low",34.8637000254648,NA,27
"1874",78578,78578,"Port Isabel","Cameron","Med","Med","Med","Yes","Lunch Plus","Low","None","High","No","Med","No","High","No",NA,16.9130434782609,1,2
"1875",78579,78579,"Progreso","Hidalgo","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Low","No","High",NA,"High",44.7588164251209,NA,1
"1876",78580,78580,"Raymondville","Willacy","Med","Med","Med","No","Lunch Plus","Low","None","Low","Yes","Low","No","High",NA,"Low",31.5217391304348,NA,3
"1877",78582,78582,"Rio Grande City","Starr","High","Med","High","No","Lunch Plus","High","None","High","No","Med","Yes","High","No","Low",3.41276058667363,NA,17
"1878",78582,78547,"Garciasville","Starr","High","Med","High","No","No Meals","Low","None","None","No","Med","No","Low","No","Low",0,NA,NA
"1879",78583,78583,"Rio Hondo","Cameron","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","High","No","Low",NA,"High",0,NA,NA
"1880",78584,78584,"Roma","Starr","High","Med","High","Yes","Lunch Plus","High","None","High","Yes","Med","No","High",NA,NA,0,NA,NA
"1882",78586,78586,"San Benito","Cameron","Med","Med","Med","No","Lunch Plus","Low","None","High","Yes","Med","Yes","High","No","Low",0,NA,2
"1884",78588,78588,"San Isidro","Starr","High","Med","High","No","Lunch Plus","Low","None","Low","No",NA,"No","Low",NA,"Low",45.951871657754,NA,NA
"1885",78589,78589,"San Juan","Hidalgo",NA,"Med","Low","No","Lunch Plus","Low","High","High","No","Low","No","High",NA,NA,32.5584475021546,NA,20
"1886",78590,78590,"San Perlita","Willacy","Med","Med","Med","No","Lunch Plus","Low","None","Low","Yes","Low","No","None",NA,"Low",0,NA,NA
"1888",78592,78592,"Santa Maria","Cameron","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","High","No","None",NA,"High",0,NA,NA
"1889",78593,78593,"Santa Rosa","Cameron","Med","Med","High","No","Lunch Plus","Low","None","Low","Yes","Med","No","Low",NA,"High",0,NA,NA
"1891",78595,78595,"Sullivan City","Hidalgo","Med","Med","Med","No","No Meals","Low","None","None","No","Low","No","High",NA,"Low",0,NA,NA
"1892",78596,78596,"Weslaco","Hidalgo","Med","Med","Med","No","Lunch Plus","High","None","High","No","Med","No","High",NA,"Low",30.6103535353535,NA,6
"1896",78602,78602,"Bastrop","Bastrop","Med","Med","High","No","Lunch Plus","Low","None","Low","No","Med","No","High","No","Low",0,NA,NA
"1897",78605,78605,"Bertram","Burnet","Med","Med","Med","No","Lunch","Low","None","Low","No","Med","No","Low","No","Low",0,NA,NA
"1903",78611,78611,"Burnet","Burnet","Med","Med","Med","No","Lunch Plus","High","None","Low","No","Med","No","High",NA,"Low",0,NA,NA
"1904",78612,78612,"Cedar Creek","Bastrop","Med","Med","High","No","Lunch Plus","Low","None","Low","No","Med","No","High",NA,"Low",0,NA,NA
"1910",78617,78617,"Del Valle","Travis","Low","High","Med","No","Lunch Plus","High","None","Low","No","Low","No","High","No","Low",0,NA,3
"1912",78619,78619,"Driftwood","Hays","Low",NA,NA,"No","No Meals","Low","None","None","No","Med","No","None","No",NA,0,NA,NA
"1914",78621,78621,"Elgin","Bastrop","Med","Med","Med","Yes","Lunch Plus","High","None","Low","No","Med","No","High","No",NA,0,NA,NA
"1917",78624,78624,"Fredericksburg","Gillespie","Med","Med","High","Yes","Lunch","Low","None","Low","No","High","No","High",NA,"High",0,NA,NA
"1920",78626,78626,"Georgetown","Williamson","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Low","No","High","No","Low",0,NA,7
"1925",78629,78629,"Gonzales","Gonzales","Med","Med","Med","No","Lunch Plus","High","None","Low","No","Med","Yes","High","No","High",0,1,NA
"1933",78639,78639,"Kingsland","Llano","Low",NA,NA,"No","Lunch","Low","None","Low","No","High","No","Low",NA,NA,0,NA,NA
"1934",78640,78640,"Kyle","Hays","Low",NA,NA,"No","Lunch Plus","Low","None","Low","No","Med","Yes","High","No",NA,0,NA,NA
"1938",78643,78643,"Llano","Llano","Low",NA,NA,"No","Lunch Plus","Low","None","Low","No","Med","Yes","Low",NA,NA,0,NA,NA
"1939",78644,78644,"Lockhart","Caldwell",NA,NA,NA,"No","Lunch Plus","Low","None","High","No","Med","No","High",NA,"Low",0,NA,8
"1941",78648,78648,"Luling","Caldwell",NA,NA,NA,"No","Lunch Plus","Low","None","Low","No","Med","No","High",NA,"Low",0,1,NA
"1942",78650,78650,"Mc Dade","Bastrop","Low","Low","High","No","Lunch Plus","Low","None","Low","No","Low","No","None",NA,"Med",0,1,NA
"1943",78652,78652,"Manchaca","Travis","Low","High","Med","No","No Meals","Low","None","None","Yes","Med","No","Low","No","Low",0,NA,NA
"1944",78653,78653,"Manor","Travis","Low","High","Med","No","Lunch Plus","Low","None","Low","No","Med","No","High","No","Low",0,NA,NA
"1945",78654,78654,"Marble Falls","Burnet","Med","Med","Med","Yes","Lunch Plus","Low","None","High","No","Med","No","High","No",NA,0,2,NA
"1952",78661,78661,"Prairie Lea","Caldwell",NA,NA,NA,"No","No Meals","Low","None","None","No","Med","No","None",NA,"Low",0,NA,NA
"1953",78662,78662,"Red Rock","Bastrop","Med","Med","High","No","No Meals","Low","None","None","No","Med","No","Low",NA,"Low",0,NA,NA
"1960",78666,78666,"San Marcos","Hays","Low",NA,NA,"No","Lunch Plus","Low","High","High","Yes","High","Yes","High","No",NA,0,NA,NA
"1980",78702,78702,"Austin","Travis",NA,"Med","Low","No","Lunch Plus","Low","None","High","No","Med","No","High","No","High",62.74,NA,5
"1983",78704,78704,"Austin","Travis","Low","High","Med","No","Lunch Plus","Low","None","High","No","High","Yes","High","No","Low",0,NA,2
"1994",78721,78721,"Austin","Travis","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Med","No","Low","No","High",0,NA,1
"1995",78722,78722,"Austin","Travis","Low","High","Med","No","No Meals","Low","None","None","No","Med","No","High","No","Low",0,NA,NA
"1997",78723,78723,"Austin","Travis","Low","High","Med","Yes","Lunch Plus","Low","None","High","No","Med","Yes","High","No","Low",0,NA,4
"1998",78724,78724,"Austin","Travis","Low","High","Med","No","Lunch Plus","Low","None","High","No","Med","No","High","No","Low",0,NA,3
"1999",78725,78725,"Austin","Travis","Low","High","Med","No","Lunch Plus","Low","None","Low","No","Low","No","Low","No","Low",0,NA,1
"2001",78727,78727,"Austin","Travis","Low","High","Med","No","No Meals","Low","None","None","No","Med","No","High","No","Low",0,NA,NA
"2002",78728,78728,"Austin","Travis","Low","High","Med","No","Lunch Plus","Low","None","Low","No","Med","No","High","No","Low",0,NA,1
"2016",78741,78741,"Austin","Travis","Low","High","Med","No","Lunch Plus","Low","None","High","Yes","High","Yes","High","Yes","Low",0,NA,3
"2019",78744,78744,"Austin","Travis","Low","High","Med","No","Lunch Plus","Low","None","High","No","Med","Yes","High","No","Low",0,NA,7
"2021",78745,78745,"Austin","Travis","Med","High","Low","No","Lunch Plus","High","High","High","No","Med","Yes","High","No",NA,0,7,4
"2026",78748,78748,"Austin","Travis","Low","High","Med","No","Lunch Plus","Low","None","High","No","Med","Yes","High","No","Low",0,NA,2
"2030",78751,78751,"Austin","Travis","Low","High","Med","No","No Meals","Low","None","None","Yes","High","No","High","Yes","Low",0,NA,1
"2032",78752,78752,"Austin","Travis","Low","High","Med","No","Lunch Plus","Low","None","High","No","High","No","High","Yes","Low",0,NA,5
"2033",78753,78753,"Austin","Travis","Low","High","Med","No","Lunch Plus","Low","None","High","No","Med","No","High","No","Low",0,NA,5
"2035",78754,78754,"Austin","Travis","Low","High","Med","Yes","Lunch Plus","Low","None","Low","No","Med","No","High","No","Low",0,NA,3
"2036",78756,78756,"Austin","Travis","Low","High","Med","No","Lunch Plus","Low","None","Low","No","Low","No","High","No","Low",0,NA,1
"2038",78757,78757,"Austin","Travis","Low","High","Med","No","Lunch Plus","Low","None","Low","No","High","Yes","High","No","Low",0,NA,2
"2041",78758,78758,"Austin","Travis","Low","High","Med","No","Lunch Plus","Low","None","High","No","Med","Yes","High","No","Low",0,1,4
"2045",78801,78801,"Uvalde","Uvalde","Low",NA,NA,"No","Lunch Plus","Low","None","High","No","High","No","High","No",NA,0,NA,1
"2047",78827,78827,"Asherton","Dimmit","Med","Low","Med","No","Lunch Plus","Low","None","Low","No","Med","No","Low",NA,"Low",0,NA,NA
"2048",78828,78828,"Barksdale","Edwards","Low",NA,NA,"No","No Meals","High","None","None",NA,NA,"No","None",NA,NA,0,NA,NA
"2049",78829,78829,"Batesville","Zavala","Med","Med","Med","No","Lunch Plus","Low","None","Low","Yes","Med","No","Low",NA,"Low",0,NA,NA
"2050",78830,78830,"Big Wells","Dimmit","Med","Low","Med","No","Lunch Plus","Low","None","Low","Yes","High","No","Low",NA,"Low",0,NA,NA
"2051",78832,78832,"Brackettville","Kinney","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","Yes","Low","No","High",0,1,NA
"2052",78833,78833,"Camp Wood","Real","Low",NA,NA,"No","No Meals","Low","None","None","No","Med","No","Low",NA,NA,0,NA,NA
"2053",78834,78834,"Carrizo Springs","Dimmit","Med","Low","Med","No","Lunch Plus","Low","None","Low","No","Med","Yes","High",NA,NA,0,NA,NA
"2057",78839,78839,"Crystal City","Zavala","Med","Med","Med","Yes","Lunch Plus","Low","None","Low","No","Med","No","High","No","High",0,1,1
"2060",78840,78840,"Del Rio","Val Verde","High","Low","Med","No","Lunch Plus","Low","High","Low","No","Med","No","High","No",NA,0,NA,1
"2063",78850,78850,"D Hanis","Medina","Med","Med","Med","No","No Meals","Low","None","None","No","Med","No","Low",NA,"Low",0,NA,NA
"2066",78852,78852,"Eagle Pass","Maverick","Med","Med","Med","Yes","Lunch Plus","High","Low","High","No","Low","No","High","No",NA,22.7272727272727,NA,NA
"2068",78861,78861,"Hondo","Medina","Low","Low","Med","No","Lunch Plus","High","Low","Low","No","Med","No","High",NA,"High",6.15384615384615,NA,1
"2071",78872,78872,"La Pryor","Zavala","Low","Med","Med","No","Lunch Plus","Low","None","Low","Yes","Low","No","Low",NA,"High",6.81818181818182,1,1
"2072",78873,78873,"Leakey","Real","Low",NA,NA,"No","Lunch Plus","Low","None","Low","No","High","No","Low",NA,NA,0,NA,1
"2073",78877,78877,"Quemado","Maverick","Med","Med","Med","No","No Meals","Low","None","None","No","Med","No","Low",NA,"Low",0,NA,NA
"2075",78880,78880,"Rocksprings","Edwards","Low",NA,NA,"No","Lunch Plus","Low","None","Low","No","Med","Yes","Low",NA,NA,0,NA,NA
"2076",78881,78881,"Sabinal","Uvalde","Low",NA,NA,"No","Lunch Plus","Low","None","Low","Yes","Med","No","Low",NA,NA,0,NA,NA
"2084",78934,78934,"Columbus","Colorado","Low",NA,NA,"No","Lunch Plus","Low","None","Low","Yes","Low","No","Low","No",NA,0,NA,NA
"2088",78941,78941,"Flatonia","Fayette","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","Low",NA,"Low",0,NA,NA
"2090",78942,78942,"Giddings","Lee","Low",NA,NA,"No","Lunch Plus","Low","None","Low","No","Med","No","High",NA,NA,0,NA,NA
"2099",78950,78950,"New Ulm","Austin","Med","Med","Med","No","No Meals","Low","None","None","No","High","No","Low",NA,"Low",0,NA,NA
"2105",78957,78957,"Smithville","Bastrop","Med","Low","High","Yes","Lunch Plus","Low","None","High","No","Med","No","High","No","High",0,NA,NA
"2106",78959,78959,"Waelder","Gonzales","Low","Med","High","Yes","Lunch Plus","High","Low","Low","No","Low","No","Low","No","High",0,1,NA
"2107",78962,78962,"Weimar","Colorado","Low",NA,NA,"No","Lunch","Low","None","Low","No","Low","Yes","Low","No",NA,0,NA,NA
"2109",79001,79001,"Adrian","Oldham","Low",NA,NA,"No","No Meals","Low","None","None","No",NA,"No","None",NA,NA,0,NA,NA
"2111",79005,79005,"Booker","Lipscomb","Low",NA,"Med","No","Lunch","High","High","Low","No","Med","No","Low","No","High",0,NA,NA
"2113",79007,79007,"Borger","Hutchinson","Med","Med","Med","No","Lunch","Low","None","Low","No","Med","Yes","High",NA,"Low",0,NA,NA
"2114",79009,79009,"Bovina","Parmer","Low","Low","Med","No","Lunch","Low","None","Low","No","Med","No","Low",NA,"High",0,NA,NA
"2115",79010,79010,"Boys Ranch","Oldham","Low",NA,NA,"No","No Meals","Low","None","None",NA,NA,"No","None",NA,NA,0,NA,NA
"2118",79013,79013,"Cactus","Moore","Low","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","Low",NA,"Low",0,NA,NA
"2122",79018,79018,"Channing","Hartley","Low",NA,NA,"No","No Meals","Low","None","None",NA,"Med","No","None",NA,NA,0,NA,NA
"2124",79021,79021,"Cotton Center","Hale","Med","Med","Med","No","No Meals","Low","None","None","No","High","No","None",NA,"Low",0,NA,NA
"2125",79022,79022,"Dalhart","Dallam","Low","Med","Med","No","Lunch Plus","High","None","Low","No","Med","No","High",NA,"High",0,1,NA
"2126",79024,79024,"Darrouzett","Lipscomb","Low",NA,"Med","No","No Meals","Low","None","None","No","Med","No","None",NA,"Low",0,NA,NA
"2128",79027,79027,"Dimmitt","Castro","Low","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","Low","No","Low",0,NA,NA
"2129",79029,79029,"Dumas","Moore","Low","Med","Med","Yes","Lunch Plus","Low","None","Low","No","Med","Yes","High","No","High",0,NA,NA
"2130",79031,79031,"Earth","Lamb","Low","Med","Med","No","No Meals","Low","None","None","No","Med","No","Low",NA,"Low",0,NA,NA
"2133",79034,79034,"Follett","Lipscomb","Low",NA,"Med","No","No Meals","Low","None","None","No","Med","No","Low",NA,"Low",0,NA,NA
"2134",79035,79035,"Friona","Parmer","Low","Low","Med","No","Lunch Plus","Low","None","Low","No","Med","No","Low","No","Low",0,NA,NA
"2135",79036,79036,"Fritch","Hutchinson","Med","Med","Med","No","No Meals","Low","None","None","No","Med","No","Low",NA,"Low",0,NA,NA
"2138",79041,79041,"Hale Center","Hale","Low","Med","Med","No","Lunch Plus","High","None","Low","No","Med","No","Low",NA,"High",0,NA,NA
"2140",79043,79043,"Hart","Castro","Low","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","Low","No","High",0,1,NA
"2141",79044,79044,"Hartley","Hartley","Low",NA,NA,"No","No Meals","Low","None","None","No","Med","No","None",NA,NA,0,NA,NA
"2142",79045,79045,"Hereford","Deaf Smith","Med","Med","Med","No","Lunch Plus","High","None","Low","No","Med","Yes","High","No",NA,0,NA,NA
"2143",79046,79046,"Higgins","Lipscomb","Low",NA,"Med","No","No Meals","Low","None","None","No","High","No","Low",NA,"Low",0,NA,NA
"2145",79052,79052,"Kress","Swisher","Low","Low","Med","No","Lunch","Low","None","Low","No","Med","No","None",NA,"Low",0,NA,NA
"2146",79053,79053,"Lazbuddie","Parmer","Low","Low","Med","No","No Meals","Low","None","None",NA,NA,"No","None",NA,"Low",0,NA,NA
"2147",79054,79054,"Lefors","Gray","Med","Med","Med","No","No Meals","High","None","None","No","Med","No","None",NA,"Low",0,NA,NA
"2154",79062,79062,"Morse","Hansford","Low",NA,NA,"No","No Meals","Low","None","None","No","High","No","None",NA,NA,0,NA,NA
"2156",79064,79064,"Olton","Lamb","Low","Med","Med","No","Lunch Plus","High","Low","Low","No","High","No","Low",NA,"High",0,NA,NA
"2157",79065,79065,"Pampa","Gray","Med","Med","Med","Yes","Lunch Plus","High","None","Low","No","Med","Yes","High",NA,NA,0,NA,NA
"2160",79070,79070,"Perryton","Ochiltree","Med","Med","High","No","Lunch Plus","High","None","Low","No","Med","No","High",NA,"High",0,1,NA
"2161",79072,79073,"Plainview","Hale","Med","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","None","No","Low",0,NA,NA
"2162",79072,79072,"Plainview","Hale","Med","Med","High","No","Lunch Plus","High","None","Low","No","Med","No","High","No","High",0,1,NA
"2165",79079,79079,"Shamrock","Wheeler","Low",NA,NA,"No","Lunch","High","None","Low","No","Low","No","Low","No",NA,0,NA,NA
"2166",79080,79080,"Skellytown","Carson","Low",NA,NA,"No","No Meals","Low","None","None","No","Low","No","None",NA,NA,0,NA,NA
"2167",79081,79081,"Spearman","Hansford","Low",NA,NA,"No","Lunch Plus","Low","None","Low","No","Med","No","Low","No",NA,0,NA,NA
"2170",79084,79084,"Stratford","Sherman","Low","Med","Med","No","Lunch Plus","High","None","Low","No","Med","No","Low",NA,"High",0,NA,NA
"2172",79086,79086,"Sunray","Moore","Low","Med","Med","No","Lunch Plus","Low","None","Low","No","Med","No","Low",NA,"Low",0,NA,NA
"2173",79087,79087,"Texline","Dallam","Low","Med","Med","No","No Meals","Low","None","None","No","High","No","Low","No","Low",0,NA,NA
"2174",79088,79088,"Tulia","Swisher","Low","Low","Med","No","Lunch","Low","None","Low","No","Med","No","Low",NA,"High",0,1,NA
"2179",79095,79095,"Wellington","Collingsworth","Low",NA,NA,"No","Lunch","High","None","Low","No","Med","No","Low",NA,NA,0,NA,NA
"2180",79096,79096,"Wheeler","Wheeler","Low",NA,NA,"No","No Meals","Low","None","None","No","Med","No","Low","No",NA,0,NA,NA
"2181",79097,79097,"White Deer","Carson","Low",NA,NA,"No","No Meals","Low","None","None",NA,"Low","No","Low","No",NA,0,NA,NA
"2187",79102,79102,"Amarillo","Potter","Med","Med","Med","Yes","Lunch","Low","None","Low","No","Med","Yes","High","No",NA,0,NA,NA
"2188",79103,79103,"Amarillo","Potter","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Med","Yes","High",NA,"Low",0,NA,1
"2192",79104,79104,"Amarillo","Potter","Med","Med","Med","Yes","Lunch","Low","None","Low","No","Med","No","Low","No","Low",0,NA,NA
"2194",79106,79106,"Amarillo","Potter","Med","Med","Med","No","Lunch Plus","Low","None","High","No","Med","Yes","High","No","Low",0,NA,NA
"2196",79107,79107,"Amarillo","Potter","Med","Med","Med","Yes","Lunch Plus","Low","None","High","No","Med","Yes","High","No","Low",0,NA,2
"2198",79108,79108,"Amarillo","Potter","Low","Low","Med","No","Lunch Plus","High","None","Low","No","Med","No","Low","No","High",0,NA,NA
"2202",79110,79110,"Amarillo","Randall","Low",NA,NA,"No","Lunch","Low","None","Low","No","Med","Yes","High","No",NA,0,NA,NA
"2204",79118,79118,"Amarillo","Randall","Low",NA,NA,"No","Lunch Plus","Low","None","Low","No","Med","No","High","No",NA,0,NA,NA
"2210",79201,79201,"Childress","Childress","Low",NA,NA,"No","Lunch","Low","None","Low","No","Med","No","Low",NA,NA,0,NA,NA
"2211",79220,79220,"Afton","Dickens","Low",NA,NA,"No","No Meals","Low","None","None","Yes","Med","No","None",NA,NA,0,NA,NA
"2212",79225,79225,"Chillicothe","Hardeman","Low",NA,NA,"No","No Meals","Low","None","None","No","Low","No","Low",NA,NA,0,NA,NA
"2214",79227,79227,"Crowell","Foard",NA,"Low","Med","No","Lunch","High","Low","Low","No","Low","No","Low",NA,"Low",0,1,NA
"2220",79235,79235,"Floydada","Floyd","Med","Med","Med","No","Lunch","Low","None","Low","No","Med","No","Low",NA,"High",0,NA,NA
"2222",79237,79237,"Hedley","Donley","Low",NA,NA,"No","No Meals","Low","None","None","Yes","Low","No","None",NA,NA,0,NA,NA
